SerialNo,Tdate,Scope,ItemNo,ItemName,ValMax,ValBig,ValAvg,ValLow,ValMin,IndustryType1,IndustryType2,IndustryType3
20210118000605,2019/12,M,658,流动资产周转率（次）,3.3,2.1,0.8,0.4,0.2,天然原油和天然气开采业,010201,B07
20210118004452,2019/12,L,BC-EVAR,经济增加值率（％）,17,12.7,3.9,-2,-6.3,电气机械及器材制造业,011105,C38
20210118007187,2019/12,A,BC,五、补充资料,,,,,,土木工程建筑业,020102,
20210118005207,2019/12,A,BC,五、补充资料,,,,,,电子元器件制造业,011204,
20210118009987,2019/12,L,6024,销售（营业）增长率（％）,18.8,13,6.4,-2.7,-12.2,社会服务业,08,L
20210118005500,2019/12,S,JY-CPAR,资本保值增值率（％）,108.2,105.7,103.7,99.8,91.1,电力生产业,011301,D441
20210118006243,2019/12,M,YL-ROC,资本收益率（％）,13.2,9.1,3.7,-1.3,-10.8,酒和饮料制造业,011502,C15
20210118003004,2019/12,M,648,净资产收益率（％）,19.3,10.6,4.3,-1.8,-8.7,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118005733,2019/12,M,697,总资产增长率（％）,7.3,4.7,1.8,-4.8,-13.6,水力发电业,01130102,D4412
20210118007798,2019/12,A,ZC-NPAR,不良资产比率（％）,0.3,0.4,0.6,0.9,4.7,轨道交通业,030302,G5412
20210118001491,2019/12,A,YL-ROC,资本收益率（％）,12.8,7.7,4.6,-2.2,-11.3,建筑用金属制品业,010407,C335
20210118009011,2019/12,S,703,总资产报酬率（％）,6.3,4.9,2.8,-2.3,-8.7,物资贸易,0502,F516
20210118010190,2019/12,A,BC,五、补充资料,,,,,,工程管理服务业,080301,
20210118005133,2019/12,A,707,带息负债比率（％）,13.6,21.9,32.9,46.7,61.2,广播电视设备制造业,011202,C393
20210118001893,2019/12,A,ZC-RRCA,资产现金回收率（％）,8.2,5,1.9,0.9,-7.6,橡胶制品业,010505,C291
20210118000100,2019/12,S,648,净资产收益率（％）,8.9,6.6,4.2,-2.9,-11.3,全国国有企业,00,null
20210118007004,2019/12,S,662,总资产周转率（次）,1.3,0.7,0.5,0.2,0.1,房屋和土木工程建筑业,0201,null
20210118006854,2019/12,M,6025,销售（营业）利润增长率（％）,13.3,5.4,-3,-6.6,-12.3,建筑业,02,E47
20210118000626,2019/12,M,BC-CAR,资本积累率（％）,43.2,26.2,8,3.8,-25.6,天然原油和天然气开采业,010201,B07
20210118010394,2019/12,A,BC-CAR,资本积累率（％）,12.9,7.8,3.4,-2.5,-7.6,公益性投资公司,080501,null
20210118007488,2019/12,S,BC-EVAR,经济增加值率（％）,7,2.6,-1.9,-4.9,-7.2,交通运输仓储及邮政业,03,G53
20210118011443,2019/12,A,JY-TIR,技术投入比率（％）,1.5,1,0.7,0.4,0.3,地方纺织工业,1207,null
20210118003117,2019/12,A,6007,已获利息倍数,4.7,3.5,2,0.1,-2,金属工具制造业,01110101,C332
20210118011213,2019/12,A,BC,五、补充资料,,,,,,地方工业,12,
20210118000256,2019/12,S,JY-TIR,技术投入比率（％）,2.1,1.8,1.5,1.1,0.3,工业,01,B
20210118009397,2019/12,L,JY-TIR,技术投入比率（％）,0.5,0.4,0.3,0.2,0.1,住宿和餐饮业,06,H61
20210118000290,2019/12,A,BC,五、补充资料,,,,,,煤炭工业,0101,
20210118001090,2019/12,L,648,净资产收益率（％）,13,9.9,7.6,-1.1,-8.6,建材工业,0104,"B109,B101,C30,C331,C335"
20210118005923,2019/12,A,602,速动比率（％）,106.6,90.4,68.7,51.9,31.2,热力生产和供应业,011303,D443
20210118001625,2019/12,S,662,总资产周转率（次）,2,1.4,0.8,0.6,0.4,化学工业,0105,B1020
20210118003278,2019/12,A,658,流动资产周转率（次）,2.1,1.5,0.8,0.6,0.4,锅炉及原动机制造业,01110201,C341
20210118000307,2019/12,L,ZC-NPAR,不良资产比率（％）,0.2,1.2,1.5,5.8,11.3,煤炭工业,0101,B06
20210118008650,2019/12,L,YL-SCPM,盈余现金保障倍数,2.3,1.2,1.1,0.7,-1.3,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118011815,2019/12,A,648,净资产收益率（％）,9.1,5,2.8,-1.4,-3.7,地方房地产业,17,null
20210118009177,2019/12,L,6016,销售（营业）利润率（％）,9.3,6,2,-3.5,-12.7,粮食业,0503,F511
20210118003785,2019/12,A,6025,销售（营业）利润增长率（％）,23.3,15.6,6.5,-3,-9.3,医疗仪器设备制造业,01110305,C358
20210118008749,2019/12,A,YL-SCPM,盈余现金保障倍数,1.6,1.4,1,0.6,0.2,食品、饮料及烟草制品批发与零售,050101,F512
20210118001784,2019/12,A,703,总资产报酬率（％）,12.2,8.4,2.3,-1.9,-4,肥料制造业,010502,C262
20210118000718,2019/12,L,JY-TIR,技术投入比率（％）,1.3,1.1,0.9,0.7,0.2,石油加工及炼焦业,010202,C25
20210118002990,2019/12,L,JY,四、经营增长状况,,,,,,机械工业,0111,
20210118000848,2019/12,L,6025,销售（营业）利润增长率（％）,20,17.2,5.6,-1.8,-4.3,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118000500,2019/12,S,640,成本费用利润率（％）,10.6,7.2,3,1.8,-5,石油石化工业,0102,B07
20210118002869,2019/12,S,BC-EBITDAR,EBITDA率（％）,31,23.1,8.8,-3.1,-12.4,医药工业,0110,C27
20210118006133,2019/12,S,BC-LJ,两金占流动资产比重（％）,5.5,21.5,42.1,52.2,59.4,轻工业,0115,null
20210118010199,2019/12,A,703,总资产报酬率（％）,13,6,2.6,-0.5,-6.1,大旅游,0804,L727
20210118006533,2019/12,A,BC-CAR,资本积累率（％）,16.3,8.9,3.5,-6.4,-13.8,造纸及纸制品业,011506,C22
20210118006352,2019/12,A,602,速动比率（％）,136.6,100.3,65.6,44.1,22.1,啤酒制造业,01150202,C1513
20210118000198,2019/12,M,YL,一、盈利能力状况,,,,,,工业,01,
20210118006301,2019/12,S,BC-EBITDAR,EBITDA率（％）,24.6,14.4,9.3,5.3,3.2,酒和饮料制造业,011502,C15
20210118009548,2019/12,M,658,流动资产周转率（次）,4.4,3.5,1.5,1.1,0.7,住宿业,0601,H61
20210118008509,2019/12,A,BC-LJ,两金占流动资产比重（％）,23.4,33.8,44.6,57.7,69.7,批发和零售贸易业,05,F51
20210118004189,2019/12,A,BC-EBITDAR,EBITDA率（％）,21.4,14.4,7.7,-0.9,-5.5,汽车零部件及配件制造业,0111040202,null
20210118003454,2019/12,L,JY-CPAR,资本保值增值率（％）,113.9,109.5,102.7,99.2,92,专用设备制造业,011103,C35
20210118002381,2019/12,M,640,成本费用利润率（％）,21.6,16.7,8.9,1.2,-5.7,烟草工业,0108,C16
20210118003416,2019/12,A,717,现金流动负债比率（％）,16.8,10.8,4.6,-3,-7.3,专用设备制造业,011103,C35
20210118008785,2019/12,A,ZC,二、资产质量状况,,,,,,纺织、服装及日用品批发与零售,050102,
20210118011514,2019/12,A,BC-EVAR,经济增加值率（％）,12.6,8.4,3,-4.3,-10.3,地方机械工业,1209,null
20210118009682,2019/12,L,ZW,三、债务风险状况,,,,,,房地产业,07,
20210118008383,2019/12,S,648,净资产收益率（％）,9.4,7.4,5.3,-1.2,-10.5,信息技术服务业,04,I63
20210118010654,2019/12,A,BC-LJ,两金占流动资产比重（％）,16.3,21.5,26.5,50.7,60.2,汽车修理与维护服务业,0811,O8011
20210118010658,2019/12,A,BC-CAR,资本积累率（％）,26.4,18.5,10.4,6.7,-0.2,汽车修理与维护服务业,0811,O8011
20210118011722,2019/12,A,ZC,二、资产质量状况,,,,,,地方交通运输仓储及邮政业,14,
20210118004941,2019/12,A,697,总资产增长率（％）,14.3,7,-0.9,-7.2,-16.6,钟表制造业,01110604,C4030
20210118000819,2019/12,A,652,存货周转率（次）,14.9,10.4,6.7,4.7,2.6,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118011211,2019/12,A,697,总资产增长率（％）,18.2,11.8,6.4,-7.5,-17.3,地方工业,12,null
20210118007618,2019/12,L,BC-LJ,两金占流动资产比重（％）,3.3,14.5,24.3,28.3,42.1,道路运输业,0302,G54
20210118007326,2019/12,A,YL,一、盈利能力状况,,,,,,建筑装饰业,0203,
20210118000458,2019/12,L,BC-RC,成本费用占营业总收入比重（％）,63.8,81,93.9,100.1,105.4,石油石化工业,0102,B07
20210118003648,2019/12,A,707,带息负债比率（％）,13.5,21.8,32.9,44.3,55.3,冶金专用设备制造业,0111030103,C3516
20210118004240,2019/12,A,602,速动比率（％）,150.4,111.1,78.9,51.4,36.6,自行车制造业,01110404,C376
20210118003068,2019/12,S,BC-CAR,资本积累率（％）,35.5,20.5,4.9,-5.5,-20.4,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118001977,2019/12,A,BC-EVAR,经济增加值率（％）,8.9,7.4,1.8,-2.9,-10.4,农药制造业,010507,C263
20210118009769,2019/12,A,648,净资产收益率（％）,12.8,9.4,6.8,1.2,-2.5,房地产开发业,0701,K7010
20210118009759,2019/12,S,697,总资产增长率（％）,21.1,11.5,8.5,-0.5,-11,房地产业,07,K70
20210118007050,2019/12,A,6024,销售（营业）增长率（％）,30.7,21.2,15.6,3.9,-3.4,房屋建筑业,020101,E47
20210118007256,2019/12,L,BC-RC,成本费用占营业总收入比重（％）,94,95.3,96.7,98.2,101.1,建筑安装业,0202,E49
20210118009342,2019/12,A,6016,销售（营业）利润率（％）,28.5,18.2,5.6,-8,-16.8,住宿和餐饮业,06,H61
20210118000245,2019/12,S,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,工业,01,B
20210118008821,2019/12,A,ZC-NPAR,不良资产比率（％）,0.2,0.3,0.4,1.2,3.4,文化、体育用品及器材批发与零售,050103,F514
20210118010050,2019/12,S,707,带息负债比率（％）,21.7,37.7,48,61.6,69.5,社会服务业,08,L
20210118007023,2019/12,S,652,存货周转率（次）,12.4,8.6,3.3,1.2,0.7,房屋和土木工程建筑业,0201,null
20210118007675,2019/12,S,ZW-CLR,或有负债比率（％）,0.1,0.5,5,13.5,22.8,道路运输业,0302,G54
20210118000945,2019/12,A,6024,销售（营业）增长率（％）,29.6,23,7.5,2.7,-3.6,黑色金属矿采选业,010301,B08
20210118011569,2019/12,A,ZW-CLR,或有负债比率（％）,7.3,9.1,11.7,17.1,29.5,地方电子工业,1210,null
20210118004498,2019/12,S,ZC-NPAR,不良资产比率（％）,0.1,1.1,3.4,8.7,15.2,电气机械及器材制造业,011105,C38
20210118004546,2019/12,A,JY-TIR,技术投入比率（％）,3.9,3.4,2.9,2.2,1.2,电机制造业,01110501,C381
20210118004802,2019/12,S,717,现金流动负债比率（％）,18.9,14.1,1.9,-6.7,-16.1,仪器仪表及文化办公用制造业,011106,null
20210118004034,2019/12,L,662,总资产周转率（次）,1.9,1.5,1.1,0.8,0.4,汽车制造业,01110402,C36
20210118010652,2019/12,A,BC,五、补充资料,,,,,,汽车修理与维护服务业,0811,
20210118004196,2019/12,A,640,成本费用利润率（％）,5.3,4,0.8,-2.8,-11.7,摩托车制造业,01110403,C375
20210118008849,2019/12,A,640,成本费用利润率（％）,8.2,4.6,3,1.6,-1.7,医药及医疗器材批发与零售,050104,F515
20210118006468,2019/12,A,YL,一、盈利能力状况,,,,,,家具制造业,011505,
20210118008714,2019/12,S,703,总资产报酬率（％）,8.3,6.2,3.7,0.2,-4,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118011589,2019/12,A,YL-ROC,资本收益率（％）,13.7,9.6,5.6,1.6,-5.9,地方电力热力燃气工业,1211,null
20210118002167,2019/12,L,JY-CPAR,资本保值增值率（％）,115.9,111.2,107.1,102.5,98,食品工业,0107,C13
20210118008597,2019/12,S,717,现金流动负债比率（％）,11.2,7.1,3.1,-3.2,-8.6,批发和零售贸易业,05,F51
20210118005909,2019/12,A,703,总资产报酬率（％）,7.4,4.6,1.6,-1.6,-7.8,热力生产和供应业,011303,D443
20210118001522,2019/12,A,YL-SCPM,盈余现金保障倍数,8.2,3.4,1.1,-0.6,-1.8,化学工业,0105,B1020
20210118004145,2019/12,A,JY,四、经营增长状况,,,,,,汽车整车制造业,0111040201,
20210118001837,2019/12,A,JY-CPAR,资本保值增值率（％）,113,108.2,102.9,98.7,93.3,日用和化学产品制造业,010503,null
20210118007402,2019/12,L,ZC-NPAR,不良资产比率（％）,0.3,0.9,2.8,5.8,10.2,交通运输仓储及邮政业,03,G53
20210118000586,2019/12,L,JY-TIR,技术投入比率（％）,2.7,2.3,1.7,1.3,0.5,天然原油和天然气开采业,010201,B07
20210118004679,2019/12,A,BC,五、补充资料,,,,,,照明器具制造业,01110505,
20210118010274,2019/12,M,658,流动资产周转率（次）,5.6,2.4,1.6,1.1,0.6,大旅游,0804,L727
20210118010128,2019/12,A,BC-EVAR,经济增加值率（％）,6,0.5,-4.5,-5.8,-8.6,公共设施管理业,0802,N78
20210118002883,2019/12,A,ZC-RRCA,资产现金回收率（％）,13.8,9,3,-0.2,-4,化学药品制造业,011001,C2710
20210118004676,2019/12,A,6025,销售（营业）利润增长率（％）,15.7,9.2,2.9,-10.4,-19.3,照明器具制造业,01110505,C387
20210118006311,2019/12,A,662,总资产周转率（次）,1.2,0.9,0.5,0.3,0.1,白酒制造业,01150201,C1512
20210118004487,2019/12,M,BC-CAR,资本积累率（％）,39.3,17.2,8.7,-8.5,-29.2,电气机械及器材制造业,011105,C38
20210118003078,2019/12,A,650,应收账款周转率（次）,12.2,9.1,5.9,3.6,2.3,金属制品业,011101,"C332,C333,C334,C336,C337,C338,C339"
20210118002091,2019/12,S,ZC-RRCA,资产现金回收率（％）,9.3,4,-0.3,-3.6,-6.3,森林工业,0106,C20
20210118004466,2019/12,M,658,流动资产周转率（次）,2.2,1.5,1,0.7,0.3,电气机械及器材制造业,011105,C38
20210118006806,2019/12,L,662,总资产周转率（次）,1.1,0.9,0.6,0.4,0.1,建筑业,02,E47
20210118003879,2019/12,L,707,带息负债比率（％）,6.5,19.8,32.9,43.4,54.2,交通运输设备制造业,011104,C36
20210118009274,2019/12,A,648,净资产收益率（％）,9.4,4.7,3.3,-3.5,-6.7,粮油批发与零售,050301,F511
20210118011224,2019/12,A,YL-SCPM,盈余现金保障倍数,8.9,4.3,1.2,0.2,-0.8,地方煤炭工业,1201,null
20210118003653,2019/12,A,6025,销售（营业）利润增长率（％）,17.6,7.9,-1.3,-7.7,-17.7,冶金专用设备制造业,0111030103,C3516
20210118003905,2019/12,M,658,流动资产周转率（次）,3.2,2.4,1,0.2,0.1,交通运输设备制造业,011104,C36
20210118007087,2019/12,L,JY-TIR,技术投入比率（％）,1,0.9,0.8,0.5,0.3,房屋建筑业,020101,E47
20210118006240,2019/12,M,6016,销售（营业）利润率（％）,17.3,11.5,6.2,-3,-10.1,酒和饮料制造业,011502,C15
20210118001088,2019/12,A,BC-CAR,资本积累率（％）,32.1,22.2,7.7,-8.3,-20.3,建材工业,0104,"B109,B101,C30,C331,C335"
20210118003545,2019/12,A,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,矿山冶金建筑设备制造业,01110301,null
20210118001934,2019/12,A,JY,四、经营增长状况,,,,,,塑料制品业,010506,
20210118006007,2019/12,A,648,净资产收益率（％）,11.6,8.4,5.2,-2.4,-7.6,轻工业,0115,null
20210118000393,2019/12,S,BC-EVAR,经济增加值率（％）,9.7,4.7,0.7,-6.1,-14.2,煤炭工业,0101,B06
20210118005068,2019/12,S,ZW-CLR,或有负债比率（％）,2.8,5.2,8.5,15.7,24.8,电子工业,0112,C39
20210118010098,2019/12,A,YL,一、盈利能力状况,,,,,,公共设施管理业,0802,
20210118005695,2019/12,L,ZW-CLR,或有负债比率（％）,2.2,3.5,4.9,9.7,17.1,水力发电业,01130102,D4412
20210118009378,2019/12,L,YL-ROC,资本收益率（％）,12.8,7.3,4.4,0.6,-7.2,住宿和餐饮业,06,H61
20210118002463,2019/12,A,6024,销售（营业）增长率（％）,19.1,12,5.6,-4.5,-14.2,卷烟制造业,010801,C162
20210118005881,2019/12,S,ZC,二、资产质量状况,,,,,,电力供应业,011302,
20210118003773,2019/12,A,658,流动资产周转率（次）,2.3,2,1.2,0.9,0.6,医疗仪器设备制造业,01110305,C358
20210118004150,2019/12,A,JY-TIR,技术投入比率（％）,6.3,5,2.9,1.3,0.3,汽车整车制造业,0111040201,null
20210118005636,2019/12,S,BC,五、补充资料,,,,,,火力发电业,01130101,
20210118007299,2019/12,S,YL-ROC,资本收益率（％）,10.8,7.1,2.6,-2.5,-6.3,建筑安装业,0202,E49
20210118005562,2019/12,L,707,带息负债比率（％）,41.5,48.9,60,68.6,75.1,火力发电业,01130101,D4411
20210118000597,2019/12,M,6016,销售（营业）利润率（％）,15.3,9,2,-5,-11.3,天然原油和天然气开采业,010201,B07
20210118001749,2019/12,S,YL,一、盈利能力状况,,,,,,基础化学原料制造业,010501,
20210118006835,2019/12,M,YL-SCPM,盈余现金保障倍数,3.1,1.8,1.2,-3.3,-6.8,建筑业,02,E47
20210118008402,2019/12,S,JY,四、经营增长状况,,,,,,信息技术服务业,04,
20210118011667,2019/12,A,707,带息负债比率（％）,16,26.2,35.2,51.5,61.5,地方轻工业,1213,null
20210118006118,2019/12,S,ZW,三、债务风险状况,,,,,,轻工业,0115,
20210118006580,2019/12,A,ZW,三、债务风险状况,,,,,,文教体育用品制造业,011508,
20210118008518,2019/12,L,YL-SCPM,盈余现金保障倍数,4.9,2.6,1.4,-0.7,-1.8,批发和零售贸易业,05,F51
20210118010747,2019/12,A,JY-CPAR,资本保值增值率（％）,107.6,105.5,102.7,95.5,89.1,广播电影电视业,0902,R86
20210118001668,2019/12,A,707,带息负债比率（％）,24.9,35.8,56,65.4,76,基础化学原料制造业,010501,C261
20210118011922,2019/12,A,650,应收账款周转率（次）,14.1,10.7,6.9,4.4,3.6,地方农林牧渔业,20,null
20210118007219,2019/12,A,JY-TIR,技术投入比率（％）,1.3,1.2,1.1,0.9,0.7,建筑安装业,0202,E49
20210118005918,2019/12,A,658,流动资产周转率（次）,3.2,2.3,0.8,0.5,0.4,热力生产和供应业,011303,D443
20210118008334,2019/12,L,707,带息负债比率（％）,26,34.8,41.1,59,69.3,信息技术服务业,04,I63
20210118000916,2019/12,S,JY-TIR,技术投入比率（％）,1.8,1.5,1.4,0.9,0.4,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118007823,2019/12,A,703,总资产报酬率（％）,7.7,5.2,2.6,1.5,-4.1,水上运输业,0304,G55
20210118000106,2019/12,S,ZC,二、资产质量状况,,,,,,全国国有企业,00,
20210118004606,2019/12,A,ZW-CLR,或有负债比率（％）,0.6,0.8,3.8,12.3,21.6,电工器材制造业,01110503,C383
20210118011466,2019/12,A,6007,已获利息倍数,6.9,4.8,3.8,2.3,0.6,地方医药工业,1208,null
20210118010055,2019/12,S,6025,销售（营业）利润增长率（％）,10.3,8.1,3.2,-6.3,-10.5,社会服务业,08,L
20210118007936,2019/12,S,602,速动比率（％）,121,91.4,72.8,44.6,26.9,水上运输业,0304,G55
20210118003137,2019/12,A,703,总资产报酬率（％）,7.2,5.4,3.2,-0.3,-5.9,通用设备制造业,011102,C34
20210118011458,2019/12,A,ZC,二、资产质量状况,,,,,,地方医药工业,1208,
20210118007288,2019/12,M,BC-LJ,两金占流动资产比重（％）,26.9,36.4,43.1,53.9,61.6,建筑安装业,0202,E49
20210118008097,2019/12,M,ZC-RRCA,资产现金回收率（％）,9,4.8,1.9,-5,-14,机场,030501,G5631
20210118003925,2019/12,M,BC-EBITDAR,EBITDA率（％）,22,15,7.6,-0.4,-4.6,交通运输设备制造业,011104,C36
20210118004807,2019/12,S,JY-CPAR,资本保值增值率（％）,109.3,106.2,103.5,97.1,91.8,仪器仪表及文化办公用制造业,011106,null
20210118004005,2019/12,A,ZC-RRCA,资产现金回收率（％）,15.3,10.2,5.1,-1.4,-6.6,汽车制造业,01110402,C36
20210118001307,2019/12,M,JY,四、经营增长状况,,,,,,水泥制造业,010402,
20210118011720,2019/12,A,640,成本费用利润率（％）,16,10.6,5.4,-0.3,-12.5,地方交通运输仓储及邮政业,14,null
20210118004380,2019/12,S,697,总资产增长率（％）,36.7,23.7,15.9,5.3,-3.4,船舶制造业,01110405,C373
20210118009331,2019/12,A,JY-TIR,技术投入比率（％）,1.8,1.6,1.4,1.2,1,粮油仓储,050302,G591
20210118008337,2019/12,L,6024,销售（营业）增长率（％）,9.1,3.5,1.4,-7.2,-11.2,信息技术服务业,04,I63
20210118009967,2019/12,L,648,净资产收益率（％）,15.3,9.4,5.4,2.3,-3.9,社会服务业,08,L
20210118010364,2019/12,A,703,总资产报酬率（％）,3.3,1.5,0.5,-4.7,-8.9,公益性投资公司,080501,null
20210118005361,2019/12,S,6007,已获利息倍数,3.9,2.9,2.6,1.6,-1.4,电力热力燃气工业,0113,D44
20210118004949,2019/12,A,BC-CAR,资本积累率（％）,30.3,26.9,9,1.8,-21.4,钟表制造业,01110604,C4030
20210118003815,2019/12,A,JY,四、经营增长状况,,,,,,电子和电工机械专用设备制造业,01110306,
